CVD_ID,Date_Published,Date_Modified,Vendor,Product,Attack_Vector,Attack_Complexity,User_Interaction,Privileges_Required,Confidentiality_Impact,Integrity_Impact,Availability_Impact
CVE-2018-11345,2018-05-22T01:29Z,2018-08-16T20:29Z,asustor,as6202t_firmware,NETWORK,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-11346,2018-05-22T01:29Z,2018-08-16T20:29Z,asustor,as6202t_firmware,NETWORK,LOW,NONE,LOW,NONE,LOW,NONE
CVE-2018-11349,2018-07-07T17:29Z,2018-09-05T19:34Z,,,NETWORK,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-1135,2018-05-25T12:29Z,2018-06-25T21:52Z,moodle,moodle,NETWORK,LOW,NONE,LOW,HIGH,NONE,NONE
CVE-2018-11350,2018-07-07T17:29Z,2018-09-05T19:33Z,,,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-11351,2018-07-07T17:29Z,2018-08-28T17:57Z,,,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-11354,2018-05-22T21:29Z,2018-06-13T01:29Z,wireshark,wireshark,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-11355,2018-05-22T21:29Z,2018-06-13T01:29Z,wireshark,wireshark,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-11356,2018-05-22T21:29Z,2018-06-13T01:29Z,wireshark,wireshark,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-11357,2018-05-22T21:29Z,2018-06-13T01:29Z,wireshark,wireshark,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-11358,2018-05-22T21:29Z,2018-06-13T01:29Z,wireshark,wireshark,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-11359,2018-05-22T21:29Z,2018-06-13T01:29Z,wireshark,wireshark,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-1136,2018-05-25T12:29Z,2018-06-25T21:54Z,moodle,moodle,NETWORK,LOW,NONE,LOW,LOW,NONE,NONE
CVE-2018-11360,2018-05-22T21:29Z,2018-06-13T01:29Z,wireshark,wireshark,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-11361,2018-05-22T21:29Z,2018-06-13T01:29Z,wireshark,wireshark,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-11362,2018-05-22T21:29Z,2018-06-13T01:29Z,wireshark,wireshark,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-11363,2018-05-22T04:29Z,2018-06-28T15:59Z,,,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-11364,2018-05-22T04:29Z,2018-06-28T15:59Z,readstat_project,readstat,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-11365,2018-05-22T04:29Z,2018-06-28T16:02Z,readstat_project,readstat,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-11366,2018-05-22T13:29Z,2018-06-26T17:03Z,loginizer,loginizer,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-11367,2018-05-22T13:29Z,2018-06-25T12:51Z,,,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-11369,2018-05-22T15:29Z,2018-06-22T13:48Z,pbootcms,pbootcms,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-1137,2018-05-25T12:29Z,2018-06-25T21:54Z,moodle,moodle,NETWORK,LOW,NONE,LOW,NONE,HIGH,HIGH
CVE-2018-11371,2018-05-22T16:29Z,2018-07-02T14:10Z,skycaiji,skycaiji,NETWORK,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-11372,2018-05-22T17:29Z,2018-06-25T21:54Z,iscripts,eswap,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-11373,2018-05-22T17:29Z,2018-06-25T21:55Z,iscripts,eswap,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-11375,2018-05-22T19:29Z,2018-06-27T17:52Z,radare,radare2,LOCAL,LOW,REQUIRED,NONE,NONE,NONE,HIGH
CVE-2018-11376,2018-05-22T19:29Z,2018-06-27T17:52Z,radare,radare2,LOCAL,LOW,REQUIRED,NONE,NONE,NONE,HIGH
CVE-2018-11377,2018-05-22T19:29Z,2018-06-27T17:52Z,radare,radare2,LOCAL,LOW,REQUIRED,NONE,NONE,NONE,HIGH
CVE-2018-11378,2018-05-22T19:29Z,2018-06-28T14:45Z,radare,radare2,LOCAL,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-11379,2018-05-22T19:29Z,2018-06-27T15:30Z,radare,radare2,LOCAL,LOW,REQUIRED,NONE,NONE,NONE,HIGH
CVE-2018-11380,2018-05-22T19:29Z,2018-06-27T17:17Z,radare,radare2,LOCAL,LOW,REQUIRED,NONE,NONE,NONE,HIGH
CVE-2018-11381,2018-05-22T19:29Z,2018-06-27T15:18Z,radare,radare2,LOCAL,LOW,REQUIRED,NONE,NONE,NONE,HIGH
CVE-2018-11382,2018-05-22T19:29Z,2018-06-27T15:17Z,radare,radare2,LOCAL,LOW,REQUIRED,NONE,NONE,NONE,HIGH
CVE-2018-11383,2018-05-22T19:29Z,2018-06-27T15:30Z,radare,radare2,LOCAL,LOW,REQUIRED,NONE,NONE,NONE,HIGH
CVE-2018-11384,2018-05-22T19:29Z,2018-06-27T15:18Z,radare,radare2,LOCAL,LOW,REQUIRED,NONE,NONE,NONE,HIGH
CVE-2018-11385,2018-06-13T16:29Z,2018-08-06T01:29Z,sensiolabs,symfony,NETWORK,HIGH,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-11386,2018-06-13T16:29Z,2018-08-06T01:29Z,sensiolabs,symfony,NETWORK,HIGH,NONE,NONE,NONE,NONE,HIGH
CVE-2018-11392,2018-05-29T20:29Z,2018-07-27T14:51Z,,,NETWORK,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-11396,2018-05-23T13:29Z,2018-06-22T13:47Z,gnome,epiphany,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-11399,2018-05-24T05:29Z,2018-06-25T19:39Z,simplisafe,u9k-es1000_firmware,PHYSICAL,LOW,REQUIRED,NONE,HIGH,NONE,NONE
CVE-2018-11400,2018-05-24T05:29Z,2018-06-25T19:41Z,simplisafe,u9k-bs1000_firmware,PHYSICAL,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-11401,2018-05-24T05:29Z,2018-06-25T19:38Z,simplisafe,u9k-bs1000_firmware,PHYSICAL,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-11402,2018-05-24T05:29Z,2018-06-25T19:38Z,simplisafe,u9k-kp1000_firmware,PHYSICAL,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-11403,2018-05-24T07:29Z,2018-06-25T15:11Z,domainmod,domainmod,NETWORK,LOW,REQUIRED,LOW,LOW,LOW,NONE
CVE-2018-11404,2018-05-24T07:29Z,2018-06-22T13:51Z,domainmod,domainmod,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-11405,2018-05-24T07:29Z,2018-07-02T14:14Z,kliqqi,kliqqi_cms,NETWORK,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-11406,2018-06-13T16:29Z,2018-08-06T01:29Z,sensiolabs,symfony,NETWORK,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-11407,2018-06-13T16:29Z,2018-08-03T12:45Z,sensiolabs,symfony,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-11408,2018-06-13T16:29Z,2018-08-03T12:45Z,sensiolabs,symfony,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-11409,2018-06-08T12:29Z,2018-07-31T17:38Z,splunk,splunk,NETWORK,LOW,NONE,NONE,LOW,NONE,NONE
CVE-2018-1141,2018-03-20T18:29Z,2018-04-24T14:55Z,tenable,nessus,LOCAL,HIGH,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-11410,2018-05-24T07:29Z,2018-06-26T18:31Z,liblouis,liblouis,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-11411,2018-05-24T12:29Z,2018-06-26T18:44Z,dimoncoin,dimoncoin,NETWORK,LOW,NONE,NONE,NONE,HIGH,NONE
CVE-2018-11412,2018-05-24T18:29Z,2018-08-29T10:29Z,linux,linux_kernel,NETWORK,HIGH,NONE,NONE,NONE,NONE,HIGH
CVE-2018-11413,2018-05-24T18:29Z,2018-06-25T15:05Z,bearadmin_project,bearadmin,NETWORK,LOW,NONE,LOW,HIGH,NONE,NONE
CVE-2018-11414,2018-05-24T18:29Z,2018-06-25T15:06Z,bearadmin_project,bearadmin,NETWORK,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-11415,2018-05-24T19:29Z,2018-06-26T18:25Z,sap,internet_transaction_server,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-11416,2018-05-24T20:29Z,2018-06-26T18:24Z,jpegoptim_project,jpegoptim,NETWORK,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-11418,2018-05-24T20:29Z,2018-06-28T15:41Z,jerryscript,jerryscript,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-11419,2018-05-24T20:29Z,2018-06-28T15:44Z,jerryscript,jerryscript,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-1142,2018-03-28T13:29Z,2018-04-19T19:15Z,tenable,appliance,NETWORK,LOW,REQUIRED,LOW,LOW,LOW,NONE
CVE-2018-11429,2018-07-04T00:29Z,2018-08-24T13:58Z,atlant,atlant,NETWORK,LOW,NONE,NONE,NONE,HIGH,NONE
CVE-2018-1143,2018-04-19T13:29Z,2018-05-18T14:21Z,belkin,n750_firmware,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-11430,2018-05-28T16:29Z,2018-06-28T13:22Z,moderator_log_notes_project,moderator_log_notes,NETWORK,LOW,REQUIRED,LOW,LOW,LOW,NONE
CVE-2018-11432,2018-05-30T13:29Z,2018-06-26T18:51Z,libmobi_project,libmobi,NETWORK,LOW,REQUIRED,NONE,HIGH,NONE,NONE
CVE-2018-11433,2018-05-30T13:29Z,2018-06-26T18:52Z,libmobi_project,libmobi,NETWORK,LOW,REQUIRED,NONE,HIGH,NONE,NONE
CVE-2018-11434,2018-05-30T13:29Z,2018-06-26T18:52Z,libmobi_project,libmobi,NETWORK,LOW,REQUIRED,NONE,HIGH,NONE,NONE
CVE-2018-11435,2018-05-30T13:29Z,2018-06-26T18:52Z,libmobi_project,libmobi,NETWORK,LOW,REQUIRED,NONE,HIGH,NONE,NONE
CVE-2018-11436,2018-05-30T13:29Z,2018-06-26T18:48Z,libmobi_project,libmobi,NETWORK,LOW,REQUIRED,NONE,HIGH,NONE,NONE
CVE-2018-11437,2018-05-30T13:29Z,2018-06-26T18:48Z,libmobi_project,libmobi,NETWORK,LOW,REQUIRED,NONE,HIGH,NONE,NONE
CVE-2018-11438,2018-05-30T13:29Z,2018-06-26T18:48Z,libmobi_project,libmobi,NETWORK,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-11439,2018-05-30T13:29Z,2018-07-20T01:29Z,taglib,taglib,NETWORK,LOW,REQUIRED,NONE,HIGH,NONE,NONE
CVE-2018-1144,2018-04-19T13:29Z,2018-05-18T14:21Z,belkin,n750_firmware,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-11440,2018-05-25T11:29Z,2018-06-25T20:27Z,liblouis,liblouis,NETWORK,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-11442,2018-05-25T12:29Z,2018-07-02T14:14Z,easyservice_billing_project,easyservice_billing,NETWORK,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-11443,2018-05-25T12:29Z,2018-06-25T21:54Z,easyservice_billing_project,easyservice_billing,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-11444,2018-05-25T12:29Z,2018-06-27T19:31Z,easyservice_billing_project,easyservice_billing,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-11445,2018-05-25T12:29Z,2018-07-02T14:17Z,easyservice_billing_project,easyservice_billing,NETWORK,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-11446,2018-06-25T11:29Z,2018-08-17T18:14Z,gold_reward_project,gold_reward,NETWORK,LOW,NONE,NONE,NONE,HIGH,NONE
CVE-2018-11447,2018-06-26T18:29Z,2018-08-24T14:22Z,siemens,scalance_m875_firmware,NETWORK,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-11448,2018-06-26T18:29Z,2018-08-24T14:23Z,siemens,scalance_m875_firmware,NETWORK,LOW,REQUIRED,HIGH,LOW,LOW,NONE
CVE-2018-11449,2018-06-26T18:29Z,2018-08-24T14:24Z,siemens,scalance_m875_firmware,LOCAL,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-1145,2018-04-19T13:29Z,2018-05-18T14:21Z,belkin,n750_firmware,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-11450,2018-07-09T20:29Z,2018-09-05T15:42Z,siemens,teamcenter_product_lifecycle_management,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-1146,2018-04-19T13:29Z,2018-05-18T14:23Z,belkin,n750_firmware,NETWORK,LOW,NONE,NONE,NONE,HIGH,NONE
CVE-2018-11468,2018-05-25T13:29Z,2018-09-15T10:29Z,discount_project,discount,LOCAL,LOW,REQUIRED,NONE,NONE,NONE,HIGH
CVE-2018-11469,2018-05-25T14:29Z,2018-06-27T13:31Z,haproxy,haproxy,NETWORK,HIGH,NONE,NONE,HIGH,NONE,NONE
CVE-2018-1147,2018-05-18T22:29Z,2018-06-19T15:32Z,tenable,nessus,NETWORK,LOW,REQUIRED,LOW,LOW,LOW,NONE
CVE-2018-11470,2018-05-25T14:29Z,2018-06-27T11:14Z,iscripts,eswap,NETWORK,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-11471,2018-05-25T19:29Z,2018-06-25T12:53Z,getcockpit,cockpit,NETWORK,LOW,REQUIRED,LOW,LOW,LOW,NONE
CVE-2018-11472,2018-05-25T19:29Z,2018-06-26T18:57Z,monstra,monstra,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-11473,2018-05-25T19:29Z,2018-06-26T18:55Z,monstra,monstra,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-11474,2018-05-25T19:29Z,2018-06-28T14:39Z,monstra,monstra,NETWORK,LOW,REQUIRED,LOW,HIGH,HIGH,HIGH
CVE-2018-11475,2018-05-25T19:29Z,2018-06-28T14:32Z,monstra,monstra,NETWORK,LOW,REQUIRED,LOW,HIGH,HIGH,HIGH
CVE-2018-11476,2018-05-30T21:29Z,2018-07-05T14:42Z,vgate,icar_2_wi-fi_obd2_firmware,ADJACENT_NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-11477,2018-05-30T21:29Z,2018-07-05T14:42Z,vgate,icar_2_wi-fi_obd2_firmware,ADJACENT_NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE
CVE-2018-11478,2018-05-30T21:29Z,2018-07-05T16:12Z,vgate,icar_2_wi-fi_obd2_firmware,ADJACENT_NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-11479,2018-05-25T19:29Z,2018-06-26T13:58Z,windscribe,windscribe,LOCAL,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-1148,2018-05-18T22:29Z,2018-06-20T14:27Z,tenable,nessus,NETWORK,LOW,NONE,LOW,NONE,HIGH,NONE
CVE-2018-11481,2018-05-30T21:29Z,2018-07-05T16:43Z,,,NETWORK,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-11482,2018-05-30T21:29Z,2018-07-05T16:43Z,,,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-11485,2018-06-01T15:29Z,2018-07-02T18:04Z,multidots,woocommerce_quick_reports,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-11486,2018-06-01T15:29Z,2018-07-02T18:09Z,multidots,advance_search_for_woocommerce,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-11487,2018-05-26T15:29Z,2018-06-27T19:30Z,phpmywind,phpmywind,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-11488,2018-05-29T07:29Z,2018-06-29T18:02Z,dtsearch,dtsearch,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-11489,2018-05-26T18:29Z,2018-07-02T15:52Z,giflib_project,giflib,NETWORK,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-11490,2018-05-26T18:29Z,2018-07-02T15:41Z,giflib_project,giflib,NETWORK,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-11493,2018-05-26T18:29Z,2018-06-29T18:06Z,wuzhicms,wuzhi_cms,NETWORK,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-11494,2018-05-26T20:29Z,2018-06-29T18:51Z,opencart,opencart,NETWORK,HIGH,NONE,HIGH,HIGH,HIGH,HIGH
CVE-2018-11495,2018-05-26T20:29Z,2018-06-29T18:49Z,opencart,opencart,NETWORK,LOW,NONE,HIGH,HIGH,NONE,NONE
CVE-2018-11496,2018-05-26T20:29Z,2018-06-28T16:17Z,lrzip_project,lrzip,NETWORK,LOW,REQUIRED,NONE,NONE,NONE,HIGH
CVE-2018-11498,2018-05-26T20:29Z,2018-07-05T14:52Z,lizard_project,lizard,LOCAL,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-11499,2018-05-26T20:29Z,2018-06-28T13:32Z,sass-lang,libsass,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-11500,2018-05-26T21:29Z,2018-06-29T18:53Z,publiccms,publiccms,NETWORK,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-11501,2018-05-26T21:29Z,2018-08-28T21:29Z,website_seller_script_project,website_seller_script,NETWORK,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-11503,2018-05-26T21:29Z,2018-09-15T10:29Z,discount_project,discount,LOCAL,LOW,REQUIRED,NONE,NONE,NONE,HIGH
CVE-2018-11504,2018-05-26T21:29Z,2018-09-15T10:29Z,discount_project,discount,LOCAL,LOW,REQUIRED,NONE,NONE,NONE,HIGH
CVE-2018-11505,2018-05-26T22:29Z,2018-07-09T12:12Z,werewolf_online_project,werewolf_online,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE
CVE-2018-11506,2018-05-28T04:29Z,2018-08-29T10:29Z,linux,linux_kernel,LOCAL,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-11507,2018-05-28T04:29Z,2018-06-29T13:29Z,flif,flif,NETWORK,LOW,REQUIRED,NONE,NONE,NONE,HIGH
CVE-2018-11508,2018-05-28T13:29Z,2018-07-04T01:29Z,linux,linux_kernel,LOCAL,LOW,NONE,LOW,HIGH,NONE,NONE
CVE-2018-1151,2018-06-12T17:29Z,2018-08-01T12:08Z,wdc,tv_live_hub_firmware,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-11510,2018-06-28T14:29Z,2018-08-24T14:24Z,asustor,adm,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-11512,2018-05-28T13:29Z,2018-06-29T13:31Z,creatiwity,witycms,NETWORK,LOW,REQUIRED,HIGH,LOW,LOW,NONE
CVE-2018-11514,2018-05-28T14:29Z,2018-06-28T13:33Z,naukri_clone_script_project,naukri_clone_script,NETWORK,LOW,NONE,LOW,HIGH,HIGH,HIGH
CVE-2018-11515,2018-05-28T14:29Z,2018-06-28T13:28Z,gvectors,wpforo,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-11516,2018-05-28T16:29Z,2018-07-28T01:29Z,videolan,vlc_media_player,NETWORK,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-11517,2018-05-28T16:29Z,2018-06-29T17:55Z,myscada,mypro,NETWORK,LOW,NONE,NONE,LOW,NONE,NONE
CVE-2018-11518,2018-05-30T20:29Z,2018-07-20T16:10Z,hcltech,legacy_ivr_firmware,NETWORK,HIGH,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-1152,2018-06-18T14:29Z,2018-08-14T13:46Z,libjpeg-turbo,libjpeg-turbo,NETWORK,LOW,REQUIRED,NONE,NONE,NONE,HIGH
CVE-2018-11522,2018-06-02T01:29Z,2018-07-03T15:26Z,yosoro_project,yosoro,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-11523,2018-05-29T07:29Z,2018-06-29T18:04Z,nuuo,nvrmini_2_firmware,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-11525,2018-06-19T19:29Z,2018-08-14T13:30Z,algolplus,advanced_order_export,LOCAL,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-11526,2018-06-19T19:29Z,2018-08-14T13:29Z,webtoffee,wordpress_comments_import_and_export,LOCAL,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-11527,2018-05-29T07:29Z,2018-06-29T13:26Z,cscms_project,cscms,NETWORK,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-11528,2018-05-29T07:29Z,2018-06-28T13:23Z,wuzhicms,wuzhi_cms,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-11529,2018-07-11T16:29Z,2018-09-11T15:05Z,videolan,vlc_media_player,ADJACENT_NETWORK,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-1153,2018-06-18T14:29Z,2018-08-14T13:43Z,portswigger,burp_suite,NETWORK,HIGH,NONE,NONE,HIGH,HIGH,NONE
CVE-2018-11531,2018-05-29T07:29Z,2018-07-05T01:29Z,exiv2,exiv2,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-11532,2018-05-29T07:29Z,2018-06-29T13:28Z,changuondyu_advanced_statistics_project,changuondyu_advanced_statistics,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-11535,2018-05-29T07:29Z,2018-06-29T13:27Z,sitemakin,slac,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-11536,2018-05-29T07:29Z,2018-06-28T13:29Z,,,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-11537,2018-06-19T19:29Z,2018-08-23T14:17Z,,,NETWORK,LOW,REQUIRED,NONE,NONE,HIGH,NONE
CVE-2018-11538,2018-06-01T19:29Z,2018-07-03T15:28Z,searchblox,searchblox,NETWORK,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-11541,2018-07-09T12:29Z,2018-09-08T12:34Z,ribboncommunications,sbc_swe_lite_web,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-11542,2018-07-09T12:29Z,2018-09-10T18:51Z,ribboncommunications,sbc_swe_lite_firmware,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-11543,2018-07-09T12:29Z,2018-09-12T14:03Z,ribboncommunications,sbc_swe_lite_firmware,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE
CVE-2018-11544,2018-05-29T21:29Z,2018-08-01T15:59Z,the_olive_tree_ftp_server_project,the_olive_tree_ftp_server,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-11545,2018-05-29T21:29Z,2018-06-29T13:41Z,md4c_project,md4c,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-11546,2018-05-29T21:29Z,2018-06-29T13:42Z,md4c_project,md4c,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-11547,2018-05-29T21:29Z,2018-06-29T13:42Z,md4c_project,md4c,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-11548,2018-05-29T21:29Z,2018-07-20T15:42Z,block,eos,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH
CVE-2018-11549,2018-05-29T21:29Z,2018-06-29T18:56Z,wuzhicms,wuzhi_cms,NETWORK,LOW,REQUIRED,LOW,LOW,LOW,NONE
CVE-2018-11551,2018-06-01T17:29Z,2018-07-03T13:38Z,nch,axon_pbx,LOCAL,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-11552,2018-06-01T17:29Z,2018-07-03T14:50Z,nch,axon_pbx,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-11553,2018-06-06T03:29Z,2018-07-31T17:54Z,sgin,xiangyun_platform,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-11554,2018-06-05T11:29Z,2018-07-31T19:40Z,yzmcms,yzmcms,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-11555,2018-05-30T04:29Z,2018-06-29T12:37Z,littlecms,little_cms,LOCAL,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-11556,2018-05-30T04:29Z,2018-06-28T18:11Z,littlecms,little_cms,LOCAL,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-11557,2018-05-30T04:29Z,2018-06-28T13:21Z,yiban,easy_class_education_platform,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-11558,2018-05-30T04:29Z,2018-06-26T18:49Z,domainmod,domainmod,NETWORK,LOW,REQUIRED,LOW,LOW,LOW,NONE
CVE-2018-11559,2018-05-30T04:29Z,2018-06-26T18:40Z,domainmod,domainmod,NETWORK,LOW,REQUIRED,LOW,LOW,LOW,NONE
CVE-2018-11560,2018-06-23T22:29Z,2018-08-30T17:35Z,insteon,hd_ip_camera_white_firmware,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
CVE-2018-11562,2018-05-30T20:29Z,2018-06-29T18:03Z,misp,misp,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-11564,2018-06-02T01:29Z,2018-07-05T17:02Z,pagekit,pagekit,NETWORK,LOW,REQUIRED,HIGH,LOW,LOW,NONE
CVE-2018-11565,2018-05-30T21:29Z,2018-07-03T13:53Z,mahara,mahara,NETWORK,LOW,NONE,NONE,LOW,NONE,NONE
CVE-2018-11567,2018-05-30T22:29Z,2018-07-05T14:40Z,,,LOCAL,LOW,REQUIRED,NONE,LOW,NONE,NONE
CVE-2018-11568,2018-05-30T22:29Z,2018-07-13T17:51Z,cactusthemes,gameplan-event_and_gym_fitness,NETWORK,LOW,REQUIRED,NONE,LOW,LOW,NONE
CVE-2018-11571,2018-05-31T00:29Z,2018-06-27T19:28Z,clippercms,clippercms,NETWORK,LOW,REQUIRED,NONE,HIGH,HIGH,HIGH
CVE-2018-11572,2018-05-31T00:29Z,2018-06-27T19:27Z,clippercms,clippercms,NETWORK,LOW,REQUIRED,LOW,LOW,LOW,NONE
CVE-2018-11574,2018-06-14T20:29Z,2018-08-13T19:45Z,samba,ppp,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH
